IPS10,IPS11,IPS299,IPS12,IPS13,IPS18,IPS25,IPS32,IPS34,IPS38,IPS43,IPS307,IPS306,IPS14,IPS22,IPS26,IPS31,A0M051,A0M007,PMP,LHEL,LHELX,LHEM,LHNAG,LHUR,LHU680,LHU5,LHU14,LHU15,LHU26,LHU27,CES002,CES003,CES006,CES011,CES015,CES017,CES033,CES046,CES048,CES049,CES053,CES088,CES140,CES151,CES155,CES001,CES101,CES128,CES156,PMEMP,HSFR,HSNE,HSMW,HSSOU,HSWST,HSBR,HSBNE,HSBMW,HSBSOU,HSBWST,PMI,PMNO,PMDEL,PMNV,FM1,FM2,FMFBA,FMRRA,CCINRV,FSPCOM,FSPIN,FSDXP,FSPXE,FYFF,FYGM3,FYGM6,FYGT1,FYGT10,FYGT3,FYGT5,FYAAAC,FYBAAC,FYAC,EXRUS,EXRUK,EXRCAN,PWFSA,PWFCSA,PWIMSA,PWCMSA,PMCP,PUNEW,PU83,PU84,PU85,PUC,PUCD,PUS,PUXF,PUXHS,PUXM,PU45,PUXE,CES275,CES277,CES278,CES276,CES295,CES297,CES298,CES299,CES310,EXRSW,EXRJAN,PSCCOM,HHSNTN,sfygm3,sfygm6,sfygt1,sfygt10,sfygt5,sfyaaac,sfybaac,sfybac,CCIPY,HMOB,MOCMQ,MSONDQ,FCLS,FCSGV,FCLRE,FCLIN,FSTE,UTL11,UTL15,UTL17,UTL21,UTL22,UTL29,UTL31,UTL32,UTL33,GDP
0.00049446,0.004154,0.0042973,0.00062049,-0.012862,0.005855,0.013879,-0.003979,-0.0016363,0.00032236,0.0019406,-0.0038934,0.012977,-0.039925,0.016282,-0.00090097,0.0042508,0.0031635,0.023946,-1.2,-2,-0.058,0.0027205,0.0032936,0.1,-0.9,0.079034,0.016472,-0.036258,-0.038549,-0.033684,0.00089962,-0.0015372,-0.01473,-0.00018873,-0.0014978,-0.002536,0.00014315,0.0018364,0.0011541,-0.00079412,0.0019937,0.00091505,0.0020118,-0.1,0,0.001084,0.0018041,-0.0076757,-0.1,-0.2,-0.048787,-0.022088,-0.19901,-0.18626,0.28552,-0.031484,0.0032304,-0.10658,-0.074396,0.12905,-2,-5.1,-2.6,2.6,-0.0019374,0.005388,0.0032338,-0.0055112,0.0024763,0.030733,0.025928,-0.08,0.012374,-0.28,-0.28,-0.48,-0.54,-0.58,-0.61,-0.62,-0.47,-0.43,-0.41,0.021048,-0.011842,0.0051023,0,-0.0017731,-0.00088849,-0.012518,-9.3,0.0032284,-0.0016835,-0.00086393,0.00743,0.00085361,0.0017857,0.0038066,0.0024262,0.0024641,0.00245,-0.00083857,0.0031323,0.002731,0.001548,0.0029084,0,-0.0055402,-0.001243,-0.0041442,-0.00596,0.0015936,-0.011693,0.043436,-0.0070097,1.9,-1.38,-1.6,-1.09,-1.25,-1.24,-0.43,0.5,0.06,0,-0.024939,0.0019023,0.063627,0.0053797,0.0042621,0.0124,0.0043956,0.019554,-0.0244,0.366,-0.3225,-3.4695,0.9058,-1.3302,1.0282,0.5627,-0.7915,0.0016229
-0.0092379,-0.012847,-0.015188,-0.021685,-0.032064,-0.017728,-0.007795,-0.0048284,-0.0064532,-0.0077397,-0.010817,-0.01973,0.006486,-0.062689,-0.010146,-0.032765,-0.008524,0.0027922,-0.020077,-2.6,0,0.014,0.00045979,-0.00091866,-0.1,0.7,-0.040154,-0.029643,0.098801,0.16963,0.012966,0.00051053,-0.00104,-0.015727,0.0035798,-0.0018337,-0.003452,0.00071546,0.00076217,0.00070953,-0.00024593,0.00034203,0.0010665,-0.00039088,0.2,0.1,0.00036108,0.0019902,-0.002124,0,-2.9,-0.027539,0.10411,-0.0083161,-0.19007,0.19258,-0.061428,-0.061308,-0.13606,-0.12289,0.13656,-1.4,0.2,-0.4,-1.3,0.0055438,0.0081097,0.0042726,0.0089911,0.0020622,0.025011,0.024257,-0.06,0.019788,-0.29,-0.27,-0.32,-0.55,-0.26,-0.54,-0.46,-0.17,-0.16,-0.17,-0.028739,0.046426,-0.0079575,-0.0017559,-0.0026655,-0.0026702,0.0029028,-1.9,0.003218,-0.0033755,-0.0025963,0.0067069,0.00085288,-0.00089246,0.0053051,0.0032258,0.0016393,0.0032573,0,0.0039017,0.0045352,0.0061681,0.0029,0.0015492,0.0036969,0.023357,-0.0024948,-0.005137,-0.0023914,-0.048436,-0.025036,-0.0035207,3.5,-1.36,-1.63,-1.35,-1.22,-1.41,-0.31,0.63,0.18,-0.0011751,-0.10088,-0.03565,0.053529,0.0077988,0.0026546,0.013342,0.0057401,-0.044497,-1.0849,-1.0513,-1.018,-5.0092,0.1117,-1.0927,0.3111,-0.517,-0.795,-0.0016782
0.00919,0.012785,0.016153,0.016416,0.036973,0.0085361,0.018857,0.0047944,0.0021572,-6.04E-05,0.0089034,0.0082975,-0.012276,0.080272,0.0073832,0.057029,0.0045216,0.0016681,-0.012422,-0.2,-1,-0.014,0.0015566,0.0011023,0,-0.4,-0.026506,0.038514,-0.097263,-0.092611,-0.10339,-0.00041063,0.00087364,0.036767,0.002442,-0.00089027,-0.00054615,-0.0014314,0.00030946,0.0021698,0.0014369,0.0020118,0.00060892,0.0046805,0,-0.1,0.00043497,0.0017028,-0.0093317,0,0.1,-0.096432,-0.19394,-0.19481,-0.10944,0.092751,-0.022447,0.020132,-0.026856,-0.060684,0.082765,-0.8,-0.6,-2.1,-2.7,0.002055,0.0071683,0.002354,-0.0010401,0.00048995,0.04328,0.044288,-0.1,0.035533,-0.25,0.02,0.13,0.29,0.09,0.3,0.26,0.03,0.01,0.03,0.004337,-0.019929,-0.011248,-0.0035211,-0.0062472,-0.0035714,-0.022473,-4.8,0,-0.010196,-0.0078295,0.0066622,-0.0025608,-0.00089326,0.0037722,0.00080483,0,0,-0.00252,0.0023337,0.0027113,-0.00076894,0.0028916,0.0046332,0.0018433,0,0,0.0017153,-0.0015974,0.019705,0.0075911,-0.012837,-5.2,-1.09,-1.25,-0.81,-0.88,-0.9,-0.03,0.89,0.46,0.0011751,0.064888,0.032329,-0.17936,0.0055448,0.0063425,0.013301,0.0038085,0.0077871,0.5411,0.3846,-0.1806,5.0297,0.4163,1.2974,-0.2435,-0.2425,-0.2476,-0.010127
-0.0025606,-0.002158,-0.0034718,-0.003962,-0.001376,-0.0049688,-0.00063032,-0.0030568,-0.0015855,-0.0039078,-0.0020638,0.017015,0.0080194,-0.0022297,-0.00015482,0.008252,0.0029787,0.0022484,0.023404,1.3,0,-0.013,-0.0025616,-0.0020656,0.1,0.1,0.039345,-0.028367,0.043583,0.025284,0.067325,0.0023394,-0.001998,0.0020949,-0.0013142,-0.0023407,-0.0034659,-0.00057315,0.0035283,-0.00097362,-0.0025537,-0.001032,0.00091269,0.0021102,-0.1,0,0.0023013,0.0031142,0.016913,-0.1,0.8,-0.13704,-0.057806,-0.16189,-0.24903,0.07153,-0.037553,-0.02559,-0.077948,-0.080331,0.1113,0.9,0.8,-0.1,1.3,0.0020508,0.0059561,0.0034789,0.0069812,0.002823,0.0020799,0.0011228,0.01,-0.0014556,0.03,-0.15,0,0.04,0.08,0.13,0.08,0.05,0.03,0.06,0.014737,-0.014655,0.0059357,0.0052771,0.0071365,0.0026798,0.012764,-0.9,0.0024067,0.013571,-0.005254,0.0079365,0.0017079,0,0.0022565,0.0016077,0.002454,0.0016247,-0.0016835,0.0031032,0.0018034,0.002305,0.0019231,-0.0023139,-0.0055402,-0.0097681,-0.0066834,-0.007742,-0.0040048,0.015537,0.024987,-0.005768,8.3,-1.27,-1.28,-0.8,-0.83,-0.85,-0.01,0.89,0.49,-0.0011751,-0.021165,0.0035589,-0.010539,0.0057092,0.0036813,0.012328,0.0056857,0.0081873,-0.3653,-1.1329,0.1637,-0.4587,-0.0273,-1.5519,0.2567,0.4222,-0.4165,0.012132
-0.00091901,-0.003395,-0.0050186,0.0030482,-0.018292,0.011083,-0.015051,0.0021137,-0.0016778,0.0046705,-0.0015756,-0.0062099,-0.01188,-0.040085,0.014768,-0.098887,0.00037839,0.0039525,-0.038108,0.5,2,0.016,0.0019325,0.0020219,0,0.4,0.0012438,0.0055374,0.023257,-0.019908,0.075538,0.0011621,-0.00012501,0.00014947,0.0044986,-0.0015077,-0.0025615,0.00014332,0.001351,-0.00084162,-0.00022732,-0.0024856,-0.00015206,0.00033278,0.1,0,0.0010242,0.0013183,0.013459,-0.1,-0.4,-0.039524,-0.033853,-0.036487,-0.1344,0.15877,0.00052518,-0.04926,0.032641,-0.088299,0.18523,0.8,3.3,-0.6,-1,0.0071447,0.0070431,0.0043128,0.012275,0.0034068,0.00019511,-0.0018641,0,0.0094238,-0.18,-0.11,-0.12,-0.23,-0.18,-0.24,-0.2,-0.09,-0.1,-0.07,-0.023114,0.010067,-0.0067015,0.0052494,0.0053192,0.00089166,0.0019493,-1.4,0.0047962,0.0075535,0.005254,0.006566,0.0051064,0.0035682,0.0044978,0.0056067,0.0040766,0.0048583,0.0067171,0.0054075,0.0035971,0.0045942,0.0019194,0.003084,0.0018501,0.017032,-0.0016779,-0.0051948,0.0032051,-0.033953,-0.019912,-0.0020985,-1.4,-1.2,-1.22,-0.85,-0.83,-0.87,0.08,0.97,0.6,-0.0029438,0.0053333,-0.021492,-0.011788,0.0085804,0.025908,0.0072978,0.0040415,0.024135,-0.3247,0.899,-1.0593,-3.9401,-4.8733,0.5339,0.1962,1.0255,-0.3631,0.0067689
0.0030258,0.0035763,0.0033434,0.0035019,0.0068491,0.0022513,0.0074475,0.00235,-0.0017211,-0.00071629,0.0018024,0.0052168,0.0048516,0.016164,0.0011591,0.017436,0.0058489,0.00054631,0.062272,0.7,-3,-0.049,0.0028111,0.0036134,0.1,-0.2,0.0089714,0.021357,0.018506,0.022532,0.013836,0.0027946,0.00049994,0.004176,0.0031743,-0.00050306,-0.0013749,0.00085948,0.0031334,0.00084162,0.00024626,3.81E-05,0.0012158,0.00133,0,-0.1,0.0025512,0.0060043,0.011332,-0.1,0.9,-0.082269,0.018032,0.068516,-0.22305,0.02207,-0.014979,-0.037355,0.0033346,-0.11054,0.17568,0,0,-0.8,-2.4,0.0017782,0.0060386,0.0026955,0.00017427,0.0035282,-0.020879,-0.024308,0.1,0.024939,-0.29,0.05,-0.13,-0.22,-0.14,-0.22,-0.16,-0.03,0,-0.02,-0.0050363,-0.0093672,-0.0044357,0.0017437,0.00088378,-0.0017841,0.0077595,-0.1,0.0039793,0.0033389,-0.00087374,0.0084719,0.0025435,0.0035556,0.0044776,0.0023933,0.0032494,0.0032258,0.0058407,0.0038447,0.0026894,0.0053333,0.00095831,-0.00077012,0.00092379,0.0072116,-0.0025221,-0.0043497,-0.0024029,-0.0069558,0.0092392,-0.019,-2.9,-0.86,-1.06,-0.78,-0.68,-0.74,0.34,1.26,0.87,0.0023557,0,0.01709,0.095307,0.0050516,0.014977,0.0099975,0.0061654,-0.020492,-0.047,0.1797,0.4418,1.077,-1.3399,0.3347,0.5712,-0.2059,-0.3637,0.0031922
0.0061799,0.013055,0.017198,0.017414,0.010322,0.019991,0.01569,-0.002302,-0.0036498,-0.010161,0.0010095,0.11114,-0.025991,0.020375,0.016824,0.05762,0.0056954,0.0015179,0.02235,0.5,2,0.031,-0.00069568,-0.001203,0,-0.1,0.0085864,-0.02387,-0.030794,-0.030608,-0.03101,0.00084899,-0.0025022,0.00029762,-0.010306,-0.00027959,-0.00082588,0.00057257,0.0018282,-0.0015953,-0.00037888,-0.0051656,0.00015187,0.00099635,-0.4,-0.1,0.00087347,0.0037345,0.0046479,-0.1,-1.3,-0.15917,-0.32747,-0.11832,-0.37163,0.21374,0.041435,-0.037355,-0.14034,-0.037606,0.34513,0.6,1.1,1,2.5,0.006199,0.0060657,0.0080992,0.0078358,0.0012185,0.024255,0.029575,-0.06,0.033902,-0.1,-0.06,-0.07,-0.05,-0.03,-0.03,-0.06,-0.03,0.01,-0.03,-0.020523,0.015083,-0.0072072,0.006079,0.0079191,0.0017841,0.015341,0.1,0.0031721,-0.0016681,0.0026189,0.005178,0.002537,0.003543,0.0044577,0.0039761,0.0032389,0.0032154,0.0058067,0.00383,0.0035746,0.0068156,0.0047778,0.0076746,-0.013011,-0.03287,-0.0059097,-0.0034935,-0.0048232,-0.031563,0.0011141,-0.027587,1.2,-0.82,-1.03,-0.73,-0.61,-0.7,0.41,1.37,0.94,0.0017632,0.021053,0.0026948,0.14829,0.00092272,0.0065294,0.0092503,0.0026688,0.032075,-0.1098,-1.9273,-0.1831,0.5435,2.9836,-2.1514,-3.4023,-0.853,-0.6878,-0.0011898
-0.0051854,-0.0077752,-0.014401,-0.022839,-0.057901,-0.010516,-0.00017647,-0.0019772,-0.0050868,0.015073,-0.00083415,-0.093626,0.039255,-0.16298,-0.0073371,-0.07556,0.007195,-0.001006,-0.079097,-2.3,1,-0.002,0.010561,0.010663,0,0.2,-0.02661,0.051016,0.026553,0.034532,0.017175,0.0029274,0.0014604,0.005638,0.021061,-0.0045964,-0.0098714,0.0035712,0.0036112,0.0079509,0.001893,0.013963,0.00045548,0.0041959,0.2,0.4,0.0031382,0.0043703,0.0018316,0,0.8,0.055786,-0.1139,0.13687,-0.097194,0.33822,0.24784,0.095437,0.54419,0.18325,0.22253,-0.2,-1.3,4.7,-1.2,0.003148,0.0044228,0.0066773,0.0060332,0.0011736,-0.024982,-0.019909,0.08,-0.022705,-0.22,0.01,0.13,0.2,0.37,0.36,0.37,0.13,0.12,0.15,-0.0097991,0.033689,0.0091716,0.018868,0.024244,0.01328,0.015109,9.8,0.0094563,0.00083438,0.019854,0.0070763,0.015088,0.0017668,0.0036996,0.0079052,0.011254,0.0095847,0.0024783,0.0053374,0.0035619,0.0030143,0.0019048,-0.0045977,0.0083838,0.026864,0.002537,0.0026212,0.003218,-0.033119,0.0089376,-0.0057531,-2.1,-0.59,-0.68,-0.31,-0.02,-0.11,0.76,1.71,1.31,-0.0058893,0.010363,-0.035492,-0.12163,0.006168,0.028623,0.0083942,0.0045207,0.0028828,-0.2593,2.683,0.3363,-14.166,1.4703,1.3679,4.2058,0.7798,0.0935,-0.0032864
0.008807,0.008047,0.011024,0.012265,0.063044,-0.0056768,0.011252,0.0097456,0.011979,0.0088948,0.013878,-0.095906,0.015027,0.15187,0.010206,0.093153,-0.00259,0.0041367,0.026713,5.4,-5,-0.04,-0.00018477,0,-0.1,-0.2,0.010605,-0.012028,-0.044903,-0.053632,-0.034649,0.0024037,0.0037455,0.0020692,-0.0011072,0.0054349,0.010514,-0.002427,0.0018183,-0.0009684,-0.0015141,-0.0024245,0.0013652,0.0014314,-0.1,0,0.0022421,0.0065659,0.00075321,0,1.1,-0.020556,0.21153,-0.065474,-0.12541,0.1161,-0.026202,0.042233,0.046978,-0.18261,0.15875,1.9,3.4,-3.8,-1.3,0.0033888,0.0039011,0.0058183,0.00029457,-0.0030845,-0.028399,-0.024544,0.13,-0.011197,0.01,0.1,0.15,0.19,0.26,0.26,0.3,0.23263,0.20421,0.21,0.00011232,0.026829,0.020689,-0.00084998,-0.0017123,-0.0079471,0.00093677,-6.2,0.0039139,0.017363,0.0017079,0.0070265,0.0041511,0.00088222,0.0044215,0.0031447,0.0047847,0.0039667,-0.0016515,0.0053091,0.0088496,0.0045045,0.012293,0.010695,0.0018536,-0.019465,0.01092,0.017301,-0.0040242,-0.019699,0.0048853,0.0037765,-2.1,-0.5,-0.54,-0.13,0.23,0.18,0.98263,1.9042,1.51,-0.0065185,0.020409,0.03689,-0.079412,0.0059784,0.021656,0.010363,0.0031788,0.0030638,0.9499,-0.0122,-0.0473,11.752,-0.1695,0.5056,1.9149,1.1797,0.1431,0.008892
0.0052301,0.0070504,0.0079892,0.0073213,0.018363,0.003284,0.013167,0.0029761,0.01353,-0.0071449,0.0046261,0.057167,-0.05069,0.036745,-0.011424,0.0653,0.0068694,0.00049254,0.059313,1.9,-2,-0.014,0.0012088,0.00062119,-0.1,0.1,-0.0052885,0.016799,-0.014174,-0.045078,0.020619,0.0010738,-0.0020375,-0.00014766,-0.0044412,-0.0014539,-0.0021123,-0.00042891,0.0030894,0.00017614,-0.0012509,0.00018904,0.00060615,0.0064161,0.2,0.1,0.0019634,0.0038639,0.0030072,0.2,0,-0.12925,-0.22211,-0.08778,-0.21715,0.07153,-0.090691,-0.15662,-0.069916,-0.17386,0.10102,0.8,-0.2,2.8,-0.2,0.0043758,0.0034167,0.0070636,-0.0022852,-0.001908,0.023957,0.027428,-0.05,0.038652,0.04,0.16,0.15,0.24,0.12,0.24,0.18,0.146,0.062608,0.07,0.016836,-0.043131,-0.013886,-0.0008507,-0.0034335,0.00088613,-0.016046,5.5,0.0046765,0.014646,0.00085288,0.0076094,0.0016556,-0.00088222,0.0058651,0.0054795,0.0031771,0.003951,-0.0024824,0.005281,0.0043956,0.001497,0.0056233,0.0090772,0.0027739,0.0036787,0.00083507,0.0025696,-0.0016142,0.016927,0.050981,0.019364,0,-0.38,-0.43,0.07,0.31,0.32,1.0886,1.9268,1.54,-0.0053651,-0.020409,0.020128,0.12961,0.0056031,0.0092407,0.01076,0.00079313,0.045528,0.1955,0.0445,-0.0991,3.9717,0.4286,-0.8962,-3.8986,-0.8996,0.6718,0.001761
-0.0013826,-0.0033693,-0.0036449,-0.0036835,-0.022081,0.002951,-0.0030022,0.0010752,0.0002167,0.0024967,-0.0026793,0.014176,0.0038484,-0.026911,0.0051739,-0.013607,0.00036003,0.0059423,-0.05708,-1.2,0,-0.029,-0.0029489,-0.0027811,0.2,0.1,0.01946,0.032774,0.03325,0.046455,0.018663,-0.000471,-0.0023753,0.002949,-0.0068857,-0.0012879,-0.0020247,-0.00014301,0.0011327,0.00048423,5.69E-05,0.00084645,0.0015138,0.0045267,-0.2,0,0.00036486,-0.00055107,-0.0038681,-0.2,0.1,-0.16157,-0.31172,-0.0083161,-0.28825,0.027688,-0.18312,-0.38813,-0.10658,-0.24378,-0.0052039,0.1,1.4,0,0.1,0.0057221,0.0035921,0.0079155,0.0047856,-0.0037605,-0.00084831,0.0037311,0.02,0.0033795,-0.02,-0.13,-0.01,0.05,0.2,0.15,0.17,0.094864,0.094682,0.07,-0.0014459,0.0077874,-0.013566,-0.00085143,-0.0017212,0.0017699,-0.0231,0.8,0.0023301,0.0024203,0.0034043,0.0081787,0.00082679,-0.000883,0.0043764,0.0031177,0.0023762,0.0023631,-0.0024886,0.0030053,-0.0017559,-0.0029963,-0.0018709,0.006006,-0.0074143,-0.021027,-0.0041824,-0.006867,0.0016142,-0.017801,0.03304,0.024931,2.6,-0.49,-0.42,0.14,0.53,0.51,1.2035,2.0415,1.63,-0.0084034,-0.015585,-0.020367,-0.1082,0.005722,0.01219,0.0096486,-0.0023813,-0.035018,-0.4028,-0.8345,-0.0857,-2.5627,-0.4041,0.0696,-0.1019,0.2287,-0.5433,-0.0068083
0.001564,0.0013064,0.0010634,-0.0011122,0.0073271,-0.0041008,0.0081302,0.0018814,0.0053384,-0.0027669,0.0012625,0.010837,-0.028947,0.010148,-0.015859,0.02595,0.0048231,-0.0020276,0.030547,0.4,-4,-0.036,0.0025126,0.0022807,0,-0.1,-0.047613,0.044151,0.027949,0.058762,-0.007734,-0.00080011,-0.0033852,0.0054328,-0.0063694,-0.0028617,-0.0028599,-0.0028645,0.0026807,-0.0007925,-0.00087268,-0.0019812,0.00060487,0.012008,0,0,0.0013579,-0.00073523,-0.0050726,0,-0.4,-0.19084,-0.30394,-0.11445,-0.2592,-0.035918,-0.24578,-0.33097,-0.20231,-0.28675,-0.1144,-0.5,-2,1,-1.3,-0.0023595,-0.00037423,0.0054568,-0.0023286,-0.0043317,0.035075,0.037276,-0.07,0.066561,-0.08,-0.03,-0.08,-0.08,-0.03,-0.09,-0.03,0.0015,0.10986,0,-0.013585,0.024258,0.0090645,0.00085143,0.0017212,0,0.0038873,-0.8,0.0015504,-0.00080613,-0.0017007,0.0074907,0,0,0.0036324,0.0015552,0.001581,0.0015723,0.00083022,0.002248,0.004384,0.004491,0.0056023,0,-0.0037279,-0.012579,-0.0033585,-0.0043159,-0.003231,-0.045976,-0.02829,0.012452,-4.6,-0.44,-0.42,0.14,0.58,0.56,1.285,2.2314,1.71,0,-0.015831,0.017408,-0.025047,0.0039337,0.010199,0.012024,0.002117,0.014469,-0.0731,-0.3691,0.0626,1.8433,-0.1093,1.37,-1.5151,-1.6002,0.0635,-0.0062236
0.0028059,0.0038306,0.005403,0.01013,0.013087,0.0090966,-0.0013139,0.0015398,0.0052182,-0.0048423,0.0022816,0.018169,0.032446,0.02355,0.017143,0.017413,-0.002138,0.0016224,-0.021688,-2.6,0,0.021,-0.001411,-0.0012693,-0.2,-0.1,0.010849,-0.068867,0.014732,0.031911,-0.0062305,0.00065767,-0.001634,0.0011708,-0.0033886,-0.0011807,-0.0016644,-0.00043039,0.00065161,-0.00048461,0.00087268,-0.0010603,0.0012086,-0.0023146,0.1,0,0.00015481,0.0015617,0.0024855,0.1,-0.8,-0.22014,-0.4724,-0.21596,-0.16371,-0.15969,-0.20807,-0.36323,-0.16643,-0.26027,-0.03436,-0.3,0.3,1.6,2.6,0.005703,0.0039535,0.0080438,-0.0020635,0.0013055,0.02853,0.032278,-0.08,0.050472,0.11,-0.01,-0.13,-0.22,-0.28,-0.29,-0.31,-0.20833,-0.19089,-0.19,0.0026032,0.019424,-0.0014482,0.0008507,0,-0.0017699,-0.024547,3.1,0.0061776,0.0016116,0.0042463,0.007435,0.0049464,-0.0017683,0.0065053,0.0054243,0.0047281,0.0054838,-0.00083022,0.0059702,0.0026212,0.002238,0.0027894,0.0029895,0,0.0063092,0.00084069,0.00086468,0.0016168,0.0036558,-0.0022097,0.0010767,-2.7,-0.56,-0.66,-0.19,0.19,0.14,0.96667,1.9305,1.41,-0.002414,0.015831,-0.0023576,-0.0027556,0.0066705,0.019414,0.010906,-0.00026438,0.035712,0.0143,-0.5649,-0.3809,1.9082,-0.35,-2.5268,1.4944,0.6517,0.6705,0.0002986
-0.0014441,-0.0023563,-0.0033082,-0.0070713,-0.025611,-0.00055779,0.0028785,-0.00031843,-0.004139,0.0068004,-0.001928,-0.0080077,0.0068757,-0.037924,0.0017278,-0.0070465,0.0036627,0.0035567,0.019295,-1.5,-1,-0.057,-0.001455,-0.0010374,0.3,0.3,0.021972,0.056004,0.066017,0.06092,0.072321,-0.00050418,-0.0043284,-0.0014637,-0.0054836,-0.0040589,-0.004266,-0.0037378,0.00070931,-0.00044076,-9.48E-05,-0.00031072,0.00090552,0.00021554,-0.1,-0.1,-0.00038253,0.00064235,0.0031252,0,0.9,-0.22526,-0.36796,-0.21596,-0.2633,-0.05399,-0.23552,-0.42232,-0.17528,-0.27222,-0.082855,-2.6,-5.3,-3.4,-3,0.0014824,0.0032259,0.0072361,-0.0022402,0.00012701,-0.00098752,0.01007,0.01,-0.00060042,-0.14,-0.11,-0.11,-0.16,-0.01,-0.14,-0.1,-0.014286,-0.024762,-0.01,-0.026495,0.056548,-0.013734,0.0025478,0.0025762,-0.00088613,0.0039683,-1.8,0.0046083,0,0.0042283,0.0086048,0.0032841,0.0017683,0.0057471,0.0046261,0.0039231,0.0046765,0,0.0051948,0.0026144,0.00074488,0.0037071,0.0059524,-0.0074977,-0.015209,-0.0075918,-0.0060685,-0.006483,-0.023143,-0.030788,0.00064637,0.7,-0.53,-0.63,-0.21,0.32,0.18,1.0924,2.0457,1.54,-0.00060441,-0.015831,-0.011282,0.12259,0.005962,0.0092312,0.011632,-0.0029128,-0.042161,-0.3259,-0.8231,0.0053,-2.7675,0.6462,2.5711,1.4461,-0.5628,-0.8843,-0.0029806
0.0020906,-0.00043148,-0.00012646,0.00095045,-0.0051756,0.0031046,0.0015639,0.0052086,0.0065055,-0.00061125,0.0021385,-0.0097274,0.027778,-0.016438,0.0058564,-0.00026078,-0.0014782,-0.0055512,-0.029773,-1.9,-3,-0.064,-6.73E-05,-0.00011245,0.2,0.3,0.030273,0.0062305,0.04649,0.035988,0.059256,-0.0011518,-0.0041357,-0.0038157,-0.0076133,-0.0031117,-0.0050312,-0.00014404,-0.0012794,-0.0016767,0.00072041,-0.0026716,0.00045245,-0.005565,0,0,-0.0018966,-0.002388,-0.00021522,-0.2,-3.2,-0.27426,-0.35973,-0.17822,-0.38778,-0.081727,-0.24391,-0.42232,-0.1887,-0.28675,-0.082855,-0.5,-1.2,3.7,3.4,0.0067663,0.0054048,0.010986,0.0073176,-0.0016601,-0.084838,-0.085713,0.28,-0.067064,-0.02,-0.17,-0.14,-0.16,0.28,-0.04,0.11,0.16588,0.21646,0.2,-0.027206,0.049322,-0.0106,0.010966,0.013629,0.010582,0.089895,1.7,0.0083938,0.0024125,0.018395,0.0085314,0.009788,0.0017652,0.0071378,0.0091884,0.0085771,0.007746,0.0024886,0.005168,-0.0008707,-0.0022363,-0.0009255,0.00074156,-0.0056604,-0.001278,-0.006797,-0.01049,-0.0032573,-0.062835,-0.010658,-0.014762,-14.4,-0.68,-0.75,-0.35,0.62,0.31,1.2783,2.2822,1.76,0.0012085,0.015831,0.015966,-0.144,0.0076135,0.0049184,0.0062448,0.0031771,0.0078325,0.0123,0.4139,0.106,-1.1309,-1.0251,-0.606,0.9132,0.0857,-0.232,-0.0020384
0.0022169,0.0046497,0.0062063,0.010198,0.0065224,0.011513,0.00012514,-0.00080073,-0.0011989,-0.0015239,0.00021197,0.052506,-0.0061381,0.015389,0.0057506,0.012956,0.0014441,-0.0010157,0.0060018,-2.4,-1,-0.031,-0.0023428,-0.0024857,0.2,0.2,-0.012121,0.05187,0.053314,0.041324,0.067531,-0.00068073,-0.0031767,0.0014693,-0.0070943,-0.0021555,-0.003462,-0.00014406,-8.15E-05,-0.00061843,-0.0019539,-0.00083635,-0.00060332,-0.0010842,0,0,-0.00074868,-0.0011961,0.00043039,0.1,-1.8,-0.27875,-0.50031,-0.17822,-0.37392,-0.066223,-0.33492,-0.43987,-0.21148,-0.38133,-0.24793,-1.6,-0.6,-1.2,-2.2,0.0055022,0.0039042,0.011089,0.0052951,-0.001098,-0.047489,-0.047078,0.2,-0.043985,0.07,-0.09,-0.06,-0.02,0.14,0.05,0.07,0.15542,0.22362,0.2,-0.0094343,-0.011585,0.011723,0.012505,0.015114,0.015666,0.046849,17.1,0.0068156,0.0072029,0.020501,0.0066526,0.010497,0,0.0035499,0.0083492,0.0085041,0.0069204,0,0.0036751,0.006079,0.006694,0.0055402,0.0029608,-0.0037915,-0.014166,-0.0017065,-0.00087912,-0.00245,-0.00053548,-0.06312,-0.0046876,-4.1,-0.84,-0.88,-0.44,0.69,0.31,1.3637,2.4358,1.89,-0.004236,-0.031918,-0.025382,0.085125,0.0023057,0.009323,0.0065629,0.0029035,-0.0075849,-0.1405,-0.2818,-0.6019,1.0498,0.0385,-0.7513,0.0636,-0.1054,0.4601,0.001454
