IPS10,IPS11,IPS299,IPS12,IPS13,IPS18,IPS25,IPS32,IPS34,IPS38,IPS43,IPS307,IPS306,IPS14,IPS22,IPS26,IPS31,A0M051,A0M007,PMP,LHEL,LHELX,LHEM,LHNAG,LHUR,LHU680,LHU5,LHU14,LHU15,LHU26,LHU27,CES002,CES003,CES006,CES011,CES015,CES017,CES033,CES046,CES048,CES049,CES053,CES088,CES140,CES151,CES155,CES001,CES101,CES128,CES156,PMEMP,HSFR,HSNE,HSMW,HSSOU,HSWST,HSBR,HSBNE,HSBMW,HSBSOU,HSBWST,PMI,PMNO,PMDEL,PMNV,FM1,FM2,FMFBA,FMRRA,CCINRV,FSPCOM,FSPIN,FSDXP,FSPXE,FYFF,FYGM3,FYGM6,FYGT1,FYGT10,FYGT3,FYGT5,FYAAAC,FYBAAC,FYAC,EXRUS,EXRUK,EXRCAN,PWFSA,PWFCSA,PWIMSA,PWCMSA,PMCP,PUNEW,PU83,PU84,PU85,PUC,PUCD,PUS,PUXF,PUXHS,PUXM,PU45,PUXE,CES275,CES277,CES278,CES276,CES295,CES297,CES298,CES299,CES310,EXRSW,EXRJAN,PSCCOM,HHSNTN,sfygm3,sfygm6,sfygt1,sfygt10,sfygt5,sfyaaac,sfybaac,sfybac,CCIPY,HMOB,MOCMQ,MSONDQ,FCLS,FCSGV,FCLRE,FCLIN,FSTE,UTL11,UTL15,UTL17,UTL21,UTL22,UTL29,UTL31,UTL32,UTL33,GDP
0.00076133,-0.00014107,-0.00078781,-0.0069083,-0.0020699,-0.0092694,0.010074,0.0018113,0.0072667,-0.0085604,-0.00027039,0.010036,0.005971,-0.0040535,-0.0052921,0.016439,0.0018664,0.0038946,-0.006227,3.5,0,-0.011,0.0063239,0.0049586,0,-0.5,0.043571,-0.056089,-0.046403,-0.028232,-0.071247,0.0029402,0.0043954,0.010518,0.013446,0.0022599,0.0035951,0.00013927,0.0025688,0.0024148,0.0048688,0.0023084,0.0022997,0.0039727,0,0,0.0031264,0.0022611,0.0015009,-0.1,-0.5,0.34298,0.5631,0.44241,0.33853,0.18782,0.4077,0.55959,0.22871,0.56715,0.23842,0.2,-2.5,-1,3.3,0.0070368,0.0078309,0.0057848,0.0044288,0.011816,-0.023306,-0.023193,0.05,-0.064052,0.65,0.83,0.61,0.42,0.05,0.01,-0.11,0.08,0.07,0.07,-0.021118,0.017899,-0.0024391,0.01105,0.013158,0.01878,0.04652,-1.7,0.0068105,0.0031008,0.0048662,0.002594,0.0063358,0,0.0050378,0.0046083,0.0065431,0.0045045,0,0.0065574,0.0069687,0.0068493,0.0050762,0.0065574,0.0053476,0.014903,0.0022565,0.0022582,0,-0.038145,-0.00058206,0.060807,-1.4,-1.3,-1.26,-1.18,-1.59,-1.8,-1.12,-0.36,-0.78,0.0042932,-0.035387,-0.010651,-0.018286,0.012158,0.0059559,0.01656,0.01186,0.029588,-0.3204,-0.2612,-0.0998,0.3464,0.8208,-1.8992,0.2233,-0.763,-2.3064,0.007718
0.0044071,0.0044198,0.003973,-0.0016843,-0.00047033,-0.0022653,0.013769,0.0043561,0.0080705,0.00090912,0.0046512,0.004693,-0.015711,0.0033015,0.00012232,0.011022,0.0044329,0.0038795,0.0026217,-12.3,2,0.054,0.0013374,0.0010157,-0.1,0,-0.022209,0.051534,-0.02997,0.04311,-0.14192,0.00050769,0.0015742,0.0086271,0.0092582,-0.00043006,0.0011372,-0.0029287,-0.00022474,0.00058649,0.0022496,-0.00032261,0.0028036,-0.00050474,0,0,0.0003251,-0.0017388,-0.00056259,0.1,-3.3,0.36972,0.36568,0.45341,0.46317,0.15877,0.28766,0.46396,0.35404,0.29696,0.1876,-7.2,-11.8,-0.4,1.5,0.0031116,0.0038328,0.0088123,0.014348,0.0099762,0.010257,0.012296,-0.02,0.0071083,1.91,0.82,0.89,1.08,0.23,0.7,0.64,0.08,0.11,0.15,-0.022603,-0.015136,0.0011088,-0.0022002,-0.0043668,-0.016413,-0.04652,-18,0,0,0,0,0,0.0020812,0.0025094,0,0,0.0022447,0.003643,0,0.0069204,0.001705,0.0075662,0.010834,0.0017762,0.011765,-0.0015038,0.0022531,-0.0030166,-0.078386,0.00018516,0.060625,-1.5,-2.39,-2.28,-2.01,-3.27,-3.07,-2.95,-2.16,-2.54,0.0036652,-0.038466,-0.0086725,0.052045,0.012502,0.0011869,0.01629,0.010661,0.023636,0.1115,0.4042,0.2634,0.1709,1.0734,-0.0676,-1.0422,0.3742,1.4825,4.88E-06
-0.0018185,-0.0037188,-0.0051378,-0.0094276,-0.030784,0.00088008,0.0031442,0.00039455,-0.0027065,0.00040652,-0.0028227,0.0089262,0.0015026,-0.066191,0.013227,-0.027308,0.00016836,-0.0032319,-0.0014402,8.6,-2,-0.035,-0.0011144,0.00024459,0,0.2,0.0083316,-0.041964,0.041457,-0.04311,0.16923,0.0034202,0.0015718,0.0091958,0.00023627,0.0016655,0.002881,-0.00027937,0.0040749,0.0026025,0.004511,0.0016001,0.0025419,0.0028089,-0.1,-0.1,0.00331,0.0072828,0.0029968,-0.2,-1.5,0.33521,0.43096,0.43797,0.32152,0.27682,0.28214,0.48172,0.35142,0.29696,0.15631,4.9,9.9,1.5,-1.9,0.0007764,0.0027458,0.0031784,-0.011366,0.010068,-0.019368,-0.016143,0.12,-0.027417,0.1,0.66,0.53,0.43,0.27,0.35,0.3,0.23,0.29,0.25,0.01639,-0.024656,0.0044477,0.034635,0.042833,0.027974,0.19963,16.5,0.017938,0.0046332,0,0.0025873,0.024949,0.0020768,0.0074907,0.0045872,0.019376,0.017778,0.0036298,0.017279,0.0022962,0,0.0050125,0.0021529,-0.0026655,-0.0073368,-0.00075273,-0.0022531,-0.0030257,0.051311,0.0025694,0.13312,-1.4,-1.83,-1.85,-1.68,-3.1,-2.87,-2.82,-1.97,-2.39,0.0018276,-0.032612,-0.0063588,0.01207,0.013155,-0.0047563,0.016912,0.010549,0.029733,-0.539,-0.4054,-0.6833,-6.313,-0.0645,0.169,0.2546,0.2158,-2.1519,-0.00085467
0.0086501,0.012062,0.015946,0.016721,0.034247,0.0083403,0.016909,0.0045999,0.005262,0.0023159,0.0084743,0.031136,0.0048143,0.076487,-0.012874,0.036706,0.0014558,0.006373,-0.011051,-0.8,-1,-0.032,0.0033276,0.0044777,0,-0.4,-0.035107,0.066026,-0.0038144,0.076308,-0.12417,0.0020055,-0.00046702,0.0048062,0.00094451,-0.0010742,-0.0007849,-0.0015379,0.0023477,0.001688,0.00040419,0.0022644,0.0017755,-0.00086343,0,0.1,0.0014892,0.0049979,0.0029879,0.1,1.2,0.24496,0.44205,0.39251,0.20001,0.1364,0.22235,0.32168,0.19552,0.23812,0.23616,0.8,0.9,3.4,0.2,0.0007758,0.00059591,0.006768,-0.0036384,0.0050941,0.017287,0.015047,-0.03,-0.035706,0.28,-0.38,-0.2,-0.51,-0.31,-0.64,-0.58,-0.05,0.1,0,0.0018853,-0.023458,0.0042659,-0.0021299,-0.0042017,-0.011561,-0.051211,6,0.0044346,0.0046118,-0.0024301,0.0051547,0,0,0.007435,0.0068415,0.0021299,0.0043956,-0.0018132,0.0042735,0.0091325,0.013537,0.007472,0.012821,-0.0017809,-0.011852,0,-0.00075216,0,0.015269,0.00095526,-0.064089,1.4,-2.49,-2.33,-2.47,-3.69,-3.73,-3.15,-2.15,-2.67,-0.0042696,-0.031808,-0.0065305,-0.011694,0.0057915,0.00949,0.014893,0.0073184,0.060683,0.4492,-0.1785,-0.1259,4.8824,0.2433,-0.1933,0.2857,-0.3869,0.03,-0.0058304
0.0069848,0.0068022,0.0071164,0.0033228,-0.0076927,0.0086121,0.013293,0.0071533,0.0065818,0.0089129,0.008299,-0.021871,0.036338,-0.015022,0.036086,0.010348,0.0097604,0.0099485,0.036716,0.2,1,0.087,0.0058201,0.0050635,-0.2,0.8,-0.069284,-0.018748,0.01014,-0.069722,0.13014,0.0037633,0.0039416,0.0070075,-0.0011808,0.0049851,0.0054814,0.0041888,0.0042898,0.0043367,0.0042207,0.0050111,0.00025339,0.0061,0,-0.1,0.0041837,0.0042885,0.0046507,-0.1,4.3,0.13389,0.30008,0.2503,0.13599,-0.015237,0.033669,0.16547,0.10572,0.063563,-0.076663,2.7,5.4,-1.4,4.2,0.0042561,0.0039241,0.010747,0.01123,0.010701,0.039272,0.040511,-0.08,0.035044,-0.77,-1.07,-1.13,-0.91,-0.3,-0.44,-0.28,-0.03,-0.22,-0.13,-0.0044476,0.0044972,-0.0071331,-0.0021345,-0.0021075,0.0092593,-0.040206,0.8,0.0088106,0.0030628,0.0072728,0.017835,0.0061413,0.0041408,0.01227,0.0090498,0.0063627,0.0065574,-0.0018165,0.0063762,0.0045352,0.0050293,0.0049505,0.0021209,0.0035587,0.0029762,0.0022565,0.0037552,0.0045352,0.0038389,0.0032174,-0.014991,1.3,-2.79,-2.69,-2.61,-3.22,-3.24,-2.41,-1.6,-2.03,-0.0036742,-0.050693,0.016623,0.077629,0.0083068,0.016394,0.0121,0.0082988,0.025376,0.4392,-0.2198,0.2422,-0.653,1.4033,0.626,2.582,1.8339,-0.8443,-0.0039712
0.0051065,0.0037568,0.0042142,0.0030307,-0.00030249,0.0046161,0.0087971,0.006619,0.0094963,0.013232,0.007664,-0.012826,-0.013063,-0.0072681,0.0054024,0.012322,-6.62E-05,0.0027033,0.024519,3.6,0,-0.084,0.0038652,0.0019844,0.2,-0.3,0.10352,-0.050457,0.048009,0.053261,0.040822,0.0038588,0.0032939,0.0097916,0,0.0037892,0.0049336,0.0019488,0.0041792,0.0031598,0.0028931,0.0046206,0.0040455,0.0041411,0.2,0.1,0.0039096,0.0046111,0.005737,0,0.4,0.16153,0.38143,0.10328,0.18831,0.092751,0.027271,0.21264,0.092203,0.092355,-0.18065,1.9,-0.2,8.1,-2.7,0.0076923,0.007449,0.0038095,0.0031857,0.0093618,-0.073758,-0.073796,0.31,-0.11497,0.02,0.61,0.64,0.17,-0.06,0.19,0.15,0.07,0.01,0.09,0.030117,-0.017525,-0.0020102,0.0085107,0.010493,0.0091744,0.0085107,4.7,0.0065574,0.0045767,0.0096155,0.0025221,0.010152,0.002064,0.0072904,0.006734,0.0084211,0.010834,-0.0018198,0.0063358,0.0067644,0.0050042,0.0049261,0.012632,0.0079611,0.027841,0.0037495,0.0044877,0.0045147,0.043799,0.043715,0.0005207,1.4,-2.2,-2.07,-2.46,-3.3,-3.11,-2.36,-1.61,-1.96,-0.0012277,0.050693,0.016436,0.0063087,0.0074491,0.032003,0.013652,0.010278,0.043679,0.3894,0.5547,0.0424,-0.4898,-0.1217,1.2353,-0.5464,0.1653,1.1687,0.00067044
-0.0024007,-0.008664,-0.010881,-0.018415,-0.020835,-0.01727,0.0047886,0.0046292,0.0076066,0.012608,0.0010405,-0.078073,-0.0039579,-0.054716,-0.024724,-0.014822,-0.0080469,-0.0024115,-0.054863,-6,-3,-0.078,0.00093793,0.00019339,0.1,-0.4,0.019048,0.042095,-0.081346,-0.093445,-0.06492,0.0014237,0.0025264,0.0073593,0.0016527,0.0025005,0.0031895,0.0013897,0.0012172,-0.00019317,0.0028581,-0.00092006,0.0022684,0.0024907,-0.2,-0.2,0.001616,0.0022126,-0.0016622,0,-2.8,0.039536,0.18811,0.025817,0.098087,-0.087997,-0.057539,0.11595,-0.081988,-0.049078,-0.076663,-4.5,-6.2,-4,0,0.0072533,0.0077447,0.0073537,0.0025295,0.0044721,-0.073708,-0.076849,0.34,-0.094196,-0.08,-0.38,-0.4,-0.3,0.01,-0.19,-0.12,0.01,0.06,0.04,0.016854,-0.029591,0.00033975,0.0084389,0.0083161,0.022574,0.0016935,-3.4,0.0086768,0.0045558,0.0095239,0.0050251,0.0080483,0.0020597,0.0048309,0.006689,0.0083508,0.0064447,-0.0018232,0.0042017,0.0022447,0.0016625,0.004902,0.0062565,-0.0026467,-0.030817,0.0029895,0.0037244,0.0022497,0.0112,0.0069521,0.061573,-5.9,-2.5,-2.39,-2.68,-3.21,-3.15,-2.27,-1.47,-1.84,-0.0012293,-0.083216,-0.025465,-0.032378,0.008334,0.0089586,0.011795,0.0050995,0.010124,-0.1873,1.3468,-0.8701,-4.8375,-0.6096,1.0969,0.6666,-0.0693,0.2301,0.0039303
-0.0070032,-0.0065661,-0.0093116,-0.01386,-0.053223,0.0039876,0.00048453,-0.0075296,-0.020846,0.0078979,-0.0083202,0.020387,-0.0077444,-0.10712,0.013803,-0.026875,0.0010774,-0.010562,0.041375,-0.1,-1,-0.06,0.0017808,0.00067657,0.2,0,0.028742,0.069298,0.040874,0.06183,0.012121,0.00076575,-0.0029481,0.0069958,-0.010196,-0.0017018,-0.0031032,0.00055532,0.0025587,0.0038563,0.0079436,-0.0012871,0.0035185,0.0014205,-0.2,-0.1,0.00088383,0.0027165,0,-0.2,-0.7,-0.010861,0.28729,0.15177,-0.025075,-0.2817,-0.024699,0.18933,0.039835,-0.011338,-0.15362,-1.5,-3.3,-1,-1.8,0.0034175,0.0048974,0.0095383,0.01174,0.0069222,0.013935,0.0095623,-0.06,0.021002,-0.3,0.32,0.09,0.15,0.25,0.15,0.15,0.15,0,0.06,0.039867,-0.041138,-0.0079735,0.024898,0.026559,0.024257,0.068654,1.1,0.010741,0.0045352,0.014118,0.005,0.011952,0.0061539,0.0072029,0.0088496,0.012397,0.01065,0.003643,0.0083508,0,0,0.002442,0.0041494,-0.0088732,-0.034878,-0.0052376,-0.0097124,-0.0030008,0.050028,0.061621,0.04311,-5.9,-1.88,-2,-2.23,-2.66,-2.7,-1.82,-1.17,-1.48,0.0042958,-0.063988,0.01653,0.025756,0.0096619,0.0077735,0.011657,0.0081054,0.031447,-1.0042,-0.4457,-0.5026,-8.7684,-0.2701,1.3966,-1.3137,0.9653,-1.0399,-0.00075922
-0.0034836,-0.0051314,-0.0045252,-0.0033548,-0.0028268,-0.003577,-0.010015,-0.0017086,-0.0049883,0.00209,-0.0042416,-0.0011643,0.0027302,-0.00039383,0.0077229,-0.054742,-0.0045907,-0.0066179,-0.0099355,-6.2,-1,-0.038,0.0022965,0.0015809,0.1,0.1,0.013245,0.015548,0.036859,0.058229,0.006006,0.0016233,0.00037953,0.0057156,0.014903,-0.003252,-0.0044994,-0.0012499,0.0025705,0.0012181,0.0053311,-0.00029545,0.0045056,0.0031887,0.2,-0.1,0.0019059,0.0033852,0.00092379,-0.1,-6.3,0.17764,0.40077,0.23952,0.20773,-0.015237,-0.0031446,0.16062,0.085377,-0.0057977,-0.092215,-3.5,0.3,-3,-3.2,0.00567,0.0052207,0.0059809,-0.0056483,0.006663,-0.028067,-0.02887,0.17,-0.028376,-0.68,-0.65,-0.69,-0.54,-0.03,-0.2,-0.13,0.02,0.05,0.08,-0.01942,0.022629,-0.015144,0.018275,0.021935,0.019418,0.015674,-1.7,0.010627,0.010503,0.013921,0.0049751,0.015717,0.0040816,0.0047733,0.008772,0.012245,0.012632,0.0036298,0.010341,0.011148,0.0099174,0.0072904,0.0082475,0.0035587,0.051139,-0.0075302,-0.0090498,-0.0022565,-0.057741,-0.023792,0.084038,-5.9,-1.85,-2.01,-2.09,-2.01,-2.15,-1.12,-0.44,-0.72,0.00061218,-0.092231,-0.0059979,0.012857,0.0084936,-0.0011068,0.010704,0.0060362,0.05137,-0.6328,-0.2141,-1.0402,-1.6056,-1.6525,0.5671,-0.1307,0.3912,-0.7762,5.16E-05
0.00028781,0.0038237,0.0045336,0.0016657,0.00054597,0.0021639,0.011747,-0.0036012,-0.008168,0.0010785,-0.00073785,0.022225,0.018978,-0.0023083,0.00036341,0.011467,0.0017754,-0.0074231,-0.023994,6.1,0,0.025,0.00074896,0.0019636,-0.1,0.1,-0.0078432,-0.016261,0.023839,0.047346,-0.012048,0.00038983,-0.0013079,0.0013854,-0.00093963,-0.0014428,-0.0010412,-0.0020867,0.0013377,0.00057646,0,0.0011222,0.00049938,0.001202,-0.1,0.1,0.00053658,0.0020257,0.0020293,0,5.3,0.058362,0.17858,0.19519,0.030014,-0.021103,0.054014,0.13605,0.23167,-0.0039578,0.020329,3.2,2,0.1,0.3,0.0052632,0.0068039,0.0059815,0.0003503,0.004362,0.04181,0.045524,-0.16,-0.0066007,0.38,0.84,0.87,0.88,0.25,0.59,0.49,0.16,0.09,0.07,-0.023648,0.028471,-0.0046669,0.01001,0.0078586,0.027399,-0.031598,0.4,0.010515,0.007435,0.018265,0.0098766,0.011628,0.004065,0.0094787,0.010858,0.012097,0.010406,0.0036166,0.0081968,0.0044248,0.0032841,0.0048309,0.00818,-0.0053428,-0.014771,-0.003028,-0.0037951,-0.0060423,-0.031135,-0.031139,0.0043011,4.8,-1.39,-1.52,-1.59,-2.14,-2.04,-1.34,-0.73,-1.03,0,-0.0097088,-0.014539,0.012286,0.012531,0.0033168,0.010591,0.006,0.010673,-0.3204,-0.8677,-0.683,-0.5799,0.0287,0.6334,0.5586,-0.1195,-0.7335,-0.0074103
-0.002285,-0.003619,-0.004014,-0.0030161,-0.0058999,-0.0017536,-0.007802,-0.00087468,0.0017413,-0.0093271,-0.0035497,0.027614,0.07987,0.009869,0.015354,-0.0051794,0.0011094,-0.0046881,-0.00068639,-1.3,2,0.036,-0.0017292,-7.22E-05,0,0.1,-0.032003,0.03708,0.046038,0.030363,0.070204,0.0007792,-0.00071795,0.014811,-0.0070755,0.00010695,0.0027742,-0.0041864,0.0019392,0.002047,0.0018671,0.0032768,0.0014966,0.002752,-0.9,-0.6,0.0011361,0.00067431,0.0029444,-1.1,-2.4,0.091255,0.16897,0.2503,0.085128,-0.029965,-0.084291,0.01453,-0.081988,-0.11876,-0.016765,-1.9,-1.6,-6.8,3.4,0.001873,0.0032129,0.009444,0.0097012,0.0056993,-0.052461,-0.050048,0.21,-0.057938,1.16,0.37,0.49,0.86,0.3,0.7,0.61,0.24,0.25,0.29,-0.014629,0.0203,-0.0046452,0.0099109,0.0077973,0.018538,-0.027667,-0.5,0.0062565,0.010317,0.011249,0.007344,0.0038462,0.0080809,0.0047059,0.0086022,0.004,0.0041322,0.0054006,0.0061038,0.0044053,0.004906,0.0024067,0.0081136,-0.023488,-0.025623,-0.022232,-0.023078,-0.017578,-0.016908,-0.015311,-0.0094869,4.9,-2.18,-2.19,-1.89,-3,-2.59,-2.26,-1.64,-1.9,-0.00061218,-0.06032,0.0015004,-0.021705,0.016417,-0.0088692,0.012883,0.0059642,0.06175,-0.5511,-0.5918,-0.1652,0.6721,-0.2474,-0.2991,3.9536,-0.0088,-2.1563,-0.0022109
0.0068218,0.0082367,0.0094728,0.0085803,0.0021747,0.01135,0.013674,0.0052803,0.0072994,-0.00099948,0.0063723,0.0038782,0.0036303,0.012422,0.013269,0.0097023,0.0048818,0.00081927,0.030907,-2.9,-1,-0.039,0.0025582,0.0033043,0,-0.2,0.050073,-0.032813,-0.010175,-0.020775,0.0056338,0.0020697,-0.0014798,0.010553,-0.006411,-0.00074886,-0.0010394,-0.00027972,0.0036123,0.0028077,0.0033572,0.0038407,0.0024894,0.0021118,0.8,0.5,0.0020773,0.0055458,0.0042175,1.1,-2.8,-0.02824,0.067357,0.062065,-0.025075,-0.10704,-0.18136,0.0088961,-0.069916,-0.27463,-0.16705,-4.2,-4.8,-7.6,-3.2,0.0014959,0.0019456,0.0096518,0.0072003,0.004885,-0.03064,-0.024314,0.14,-0.036628,0.8,-0.1,0.08,0.16,0.07,0.22,0.26,0.12,0.18,0.22,-0.0093661,0.010453,-0.0054035,0.011765,0.0096619,0.032131,-0.038693,-1.2,0.010341,0.0073046,0.013334,0.0097088,0.011451,0.012,0.011669,0.01065,0.011905,0.012295,0.01426,0.0080809,0.015267,0.0065041,0.021404,0.014042,0.018116,0.0045697,0.017672,0.024598,0.0092096,-0.036955,0.0042868,-0.040678,4.8,-3.08,-2.91,-2.53,-3.73,-3.13,-2.94,-2.26,-2.48,-0.0042958,-0.010417,0.028764,-0.071849,0.0099592,-0.017978,0.011929,0.0049432,-0.058609,0.3071,-0.3075,-0.2338,1.4837,0.743,-1.1977,0.3142,-0.7778,0.0469,-0.0025264
-0.00091082,0.0019693,0.0022678,0.0044726,0.013717,0.00048884,0.00012018,-0.0040114,0.0018781,0.00066829,0.00095257,0.025742,0.0036747,0.023546,-0.0072225,-0.008038,0.0041414,0.0014457,-0.027748,-1.2,-2,-0.085,0.00057527,0.0023125,0.3,0.1,0.016149,0.073854,0.050952,0.064658,0.030431,0.00057503,-0.0018634,0.007917,-0.012464,0.00010701,0.0016452,-0.0023808,0.0018013,0.0011464,0.0025105,0.0010896,0.0019871,0.0012649,-0.1,-0.1,0.00069997,0.0030121,0.0014628,-0.2,-1.2,0.030981,0.22074,0.24493,-0.031569,-0.11348,-0.22813,-0.04926,-0.086045,-0.34707,-0.19792,-1,0.3,-1.4,-3.4,0.0033576,0.0036521,0.0054687,-0.0032193,0.0036952,0.0013373,0.0044381,0.02,-0.02955,0.62,-0.33,-0.28,-0.11,-0.04,-0.12,-0.08,0.1,0.22,0.24,0.012507,-0.0097838,0.0041949,0,-0.0038536,0.01763,-0.051022,-3.7,0.0081968,0.0072517,0.013158,0.016767,0.0075615,0.013821,0.0092379,0.010538,0.0078586,0.0060914,0.017544,0.01001,0.010764,0.0096775,0.011696,0.015811,-0.0054006,-0.0060976,-0.0022875,-0.0030418,-0.0053619,0.024774,0.014244,0.012556,-2.1,-4.03,-3.81,-3.26,-4.39,-3.83,-3.46,-2.66,-2.86,-0.0043143,0.0052219,-0.014493,-0.014595,0.0089819,-0.006826,0.0094415,0.0058997,0.084155,-0.1512,-0.5367,-0.6293,0.6954,-0.7911,-0.9965,-0.0067,-0.4762,1.1963,-5.94E-05
1.96E-05,-0.0042631,-0.0016337,-0.0020487,-0.0031601,-0.0015645,-0.0017079,0.0045309,-0.0047609,-0.00034383,-0.0019231,-0.022557,0.01223,0.0021624,0.024693,0.025172,-0.0074484,0.0041619,0.0071428,1.6,-2,-0.06,0.0023896,0.0018892,0.1,0.2,0.011547,0.054518,-0.0021622,-0.040151,0.053063,-0.00026416,-0.0054832,0.0094773,-0.024662,-0.0018208,-0.0014719,-0.0023865,0.0029224,0.0024158,0.0020612,0.0034018,0.00099206,0.0034353,0,0,0.00040703,0.0025031,0.0034656,-0.1,0.4,-0.10852,-0.10116,0.12782,-0.15445,-0.19756,-0.30863,-0.18365,-0.17528,-0.38401,-0.30058,0.1,0.7,-3.9,-1.1,0.0029751,0.0040928,0.0063875,0.0068287,0.0056375,-0.080804,-0.082851,0.4,-0.07895,0.99,-0.35,-0.18,0.13,0.27,0.26,0.28,0.25,0.21,0.33,0.0076376,-0.00025106,0.010267,0.026925,0.026668,0.036229,0.076426,1.8,0.0061038,0.0043259,0.010834,0.011807,0.0037594,0.011696,0.011429,0.010428,0.0058537,0.0080646,0.01895,0.0059583,0.0064034,0.0016038,0.0069525,0.0078125,-0.0081559,-0.027909,-0.0061256,-0.0053456,-0.0030769,-0.0086325,0.027773,0.054208,-2.1,-5.37,-4.98,-4.12,-5.11,-4.54,-4.2,-3.44,-3.52,-0.0074396,-0.1217,-0.019817,0.15833,0.0081752,-0.016111,0.010904,0.0029369,0.00048031,-0.3872,-1.0144,-0.3367,1.7954,0.8987,0.6881,0.0458,1.0155,-1.992,-0.0052994
-0.0093125,-0.0015781,0.00026443,-0.00079804,-0.00099712,-0.00071364,0.000141,-0.017526,-0.019724,-0.012663,-0.0076286,-0.0016732,0.0033452,0.015079,-0.015588,0.013632,-0.0040321,-0.0048435,0.017849,-2.4,-2,-0.021,-0.001286,-0.0012551,0,-0.1,0.03233,-0.077186,0.038221,0.063141,0.0025806,-0.00085512,-0.002817,0.0093884,0.0034551,-0.0046204,-0.0052124,-0.0036609,0.00092395,-0.00019051,0.0013805,-0.00044357,0.00024786,0.0027956,0,0.1,-0.00019078,0.0009995,0.0003641,0.1,-1.1,-0.25033,-0.088578,-0.022302,-0.35799,-0.30878,-0.39728,-0.29206,-0.17084,-0.55351,-0.35207,-1.9,-2.4,-2.9,2.2,0.0029663,0.0030586,0.0062423,-0.0054477,0.0034859,-0.085542,-0.089756,0.48,-0.12516,-0.91,1.41,1.17,0.56,0.23,0.25,0.25,0.28,0.29,0.27,0.017432,-0.018585,0.0036288,0.018798,0.016776,0.043963,0.050541,-4.3,0.012097,0.018532,0.0043011,0.013986,0.014898,0.013475,0.0113,0.012371,0.013527,0.011976,0.0051064,0.013766,0.012685,0.022188,0.011481,0.013527,-0.0018215,-0.0015736,-0.0015373,-0.0022997,-0.0046332,0.0068404,0.038253,0.016329,-2.1,-3.05,-2.9,-2.65,-3.97,-3.38,-3.01,-2.24,-2.34,0,-0.082742,-0.01426,-0.075807,0.0086856,0.013825,0.0077161,0.00097704,0.01383,-0.8608,-1.0047,-0.5074,-0.1013,1.1894,-2.5954,-0.7548,-1.7223,0.3501,0.0061929
0.00087179,-0.0012383,0.00017625,-0.0081629,-0.0023439,-0.010682,0.018362,0.0031066,0.010993,-0.0029697,0.00098865,-0.013387,-0.028429,0.026592,0.0068753,0.028551,-0.0046532,-0.0020752,-0.074819,-3.3,-3,-0.122,0.00016084,-0.00020335,0.4,-0.2,0.042767,0.12473,0.061605,0.096581,0.0077022,-0.0015411,-0.0052282,0.011469,-0.012395,-0.0042092,-0.0042771,-0.0040992,0.0021164,0.00012701,-0.00072907,0.0029262,0.0002478,0.0065392,-0.2,-0.2,-6.36E-05,0,0.0021818,-0.1,-4.3,-0.24335,0.093744,-0.032922,-0.37392,-0.36525,-0.48498,-0.23278,-0.20688,-0.72696,-0.46833,-6.7,-9,-14.5,-2.2,0.0033266,0.0042889,0.0046765,-0.00034507,0.00040837,-0.10986,-0.11082,0.55,-0.1234,-0.67,-0.9,-0.58,-0.49,0,-0.25,-0.26,0.24,0.41,0.37,0.0065146,-0.012484,0.006577,0.011111,0.0091997,0.0017905,-0.032313,-5.1,0.013931,0.0028209,0.0085471,0.011508,0.012856,0.013296,0.011173,0.010194,0.013346,0.011834,0.013491,0.011651,0.010449,0.014008,0.009091,0.0095512,-0.010999,-0.0094937,-0.0092736,-0.0061586,-0.013245,0.0041268,-0.010734,-0.043716,-2.1,-3.28,-2.81,-2.47,-3.3,-2.97,-2.1,-1.16,-1.3,-0.0074954,-0.11141,-0.031269,-0.052695,0.0027348,-0.018476,0.0053661,0.00097609,-0.0023708,-0.1221,-0.8383,-0.8807,3.2508,0.2425,-0.0254,-2.984,0.3307,-2.3718,-0.011625
